number,priority,short_description,severity,sys_created_on,incident_state,u_requested_by.location,u_requested_by.u_region,u_requested_by.u_country_details.name,u_requested_by.location.name,u_requested_by.city
INC4171955,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/21/2026 4:27,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171958,2 - High,DIS - EOD - All donors not processed ,3 - Low,3/21/2026 4:30,Resolved,USA - NY - Bronx - Hunts,AMERICAS,United States of America,USA - NY - Bronx - Hunts,Bronx
INC4171960,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/21/2026 4:32,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171963,2 - High,\GMSGQEHS-CAPA-LAMBDA-JOBS\030-LAKE-LAMBDA-CAPA-BASE-DETAILS\\030-RUN-LAKE-LAMBDA-GMSGQEHS-CAPA-BASE-DETAILS has failed,3 - Low,3/21/2026 4:33,Resolved,,AMERICAS,United States of America,,
INC4171973,2 - High,DIS - EOD - Plasma type update,3 - Low,3/21/2026 4:45,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171974,2 - High,DIS - HAE - Volumes update,3 - Low,3/21/2026 4:46,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171975,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 4:46,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171980,2 - High,DIS - HAE - Plasma Type update,3 - Low,3/21/2026 4:54,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171982,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 4:55,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171989,2 - High,DIS - EOD - Disapproved EDQ,3 - Low,3/21/2026 5:06,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171990,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 5:07,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171991,2 - High,<OTHER>\TIDAL-CHECK-US-API-EVERY-30-MIN\\010-GET-DATA-FROM-API has failed,3 - Low,3/21/2026 5:07,Resolved,,AMERICAS,United States of America,,
INC4171993,2 - High,DIS - Application issue,3 - Low,3/21/2026 5:10,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4171998,2 - High,DIS - HAE - Arm/Machine Update ,3 - Low,3/21/2026 5:15,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172004,2 - High,DIS - HAE - Plasma type update,3 - Low,3/21/2026 5:32,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172006,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 5:36,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172007,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 5:37,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172009,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 5:40,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172010,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/21/2026 5:40,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172012,2 - High,DIS - EOD - Plasma type update,3 - Low,3/21/2026 5:41,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172033,2 - High,DIS - EOD - Plasma type update,3 - Low,3/21/2026 5:50,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172036,2 - High,DIS - DXT - Plasma type update ,3 - Low,3/21/2026 5:53,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172037,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 5:55,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172039,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 5:59,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172043,2 - High,DIS - EOD - Disapproved EDQ,3 - Low,3/21/2026 6:04,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172044,2 - High,DIS - HAE - Plasma type update,3 - Low,3/21/2026 6:07,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172045,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/21/2026 6:07,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172047,2 - High,DIS - EOD - Plasma type update ,3 - Low,3/21/2026 6:09,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172052,2 - High,DIS - HAE - Plasma Type update,3 - Low,3/21/2026 6:14,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172053,2 - High,DIS - EOD - Plasma type update,3 - Low,3/21/2026 6:14,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172054,2 - High,DIS - EOD - Destroy Code Update,3 - Low,3/21/2026 6:15,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172055,2 - High,DIS - HAE - Volumes update,3 - Low,3/21/2026 6:17,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172056,2 - High,DIS - HAE - Nomogram update,3 - Low,3/21/2026 6:20,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172057,2 - High,DIS - EOD - Plasma type update,3 - Low,3/21/2026 6:20,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172058,2 - High,DIS - EOD - Plasma type update ,3 - Low,3/21/2026 6:21,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172060,2 - High,DIS - HAE - Plasma Type update,3 - Low,3/21/2026 6:21,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172062,2 - High,DIS - EOD - Plasma type update,3 - Low,3/21/2026 6:26,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172064,2 - High,DIS - DXT - Plasma type update ,3 - Low,3/21/2026 6:30,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172065,2 - High,DIS - HAE - Plasma Type update,3 - Low,3/21/2026 6:33,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172072,2 - High,DIS - HAE - Arm/Machine Update,3 - Low,3/21/2026 6:47,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172073,2 - High,DIS - EOD - Plasma type update ,3 - Low,3/21/2026 6:54,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172080,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 7:09,Resolved,USA - TX - North Richland Hills,AMERICAS,United States of America,USA - TX - North Richland Hills,North Richland Hills
INC4172083,2 - High,<OTHER>\TIDAL-CHECK-API-EVERY-30-MIN\\010-GET-DATA-FROM-API has failed,3 - Low,3/21/2026 7:15,Resolved,,AMERICAS,United States of America,,
INC4172084,2 - High,DIS - DXT - Volumes update ,3 - Low,3/21/2026 7:17,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172088,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 7:18,Resolved,USA - TX - Universal City,AMERICAS,United States of America,USA - TX - Universal City,Universal City
INC4172089,2 - High,\GMSGQMI-CDB-BIRDVIEW-POOLMAP-SRC-TO-LAKE-DAILY-LOAD-CALLBACK\\010-CDB-SHOW-DATABRICKS-JOB-STATUS has failed,3 - Low,3/21/2026 7:19,New,,AMERICAS,United States of America,,
INC4172092,2 - High,\GMSGQMI-SIMATIC-IT-XFP-BR-LIVE-INCR-DATABRICKS-CALLBACKS-JOB-GROUP\\010-SHOW-DATABRICKS-JOB-STATUS has failed,3 - Low,3/21/2026 7:20,Resolved,,AMERICAS,United States of America,,
INC4172095,2 - High,DIS - EOD - Plasma type update ,3 - Low,3/21/2026 7:22,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172100,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 7:27,Resolved,USA - TX - North Richland Hills,AMERICAS,United States of America,USA - TX - North Richland Hills,North Richland Hills
INC4172101,2 - High,DIS - EOD - Plasma type update,3 - Low,3/21/2026 7:30,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172111,2 - High,DIS - DXT - Volumes update/no take,3 - Low,3/21/2026 7:42,Resolved,USA - OK - Tulsa,AMERICAS,United States of America,USA - OK - Tulsa,Tulsa
INC4172119,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 8:08,Resolved,USA - MN - Mounds View,AMERICAS,United States of America,USA - MN - Mounds View,Mounds View
INC4172124,2 - High,DIS - EOD - Plasma type update,3 - Low,3/21/2026 8:23,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172127,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/21/2026 8:29,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172128,2 - High,DIS - DXT - Volumes update,3 - Low,3/21/2026 8:32,Resolved,USA - UT - Orem,AMERICAS,United States of America,USA - UT - Orem,Orem
INC4172133,2 - High,DIS - EOD - Plasma type update,3 - Low,3/21/2026 8:35,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172134,2 - High,DIS - DXT - Plasma type update ,3 - Low,3/21/2026 8:40,Resolved,USA - TX - San Antonio,AMERICAS,United States of America,USA - TX - San Antonio,San Antonio
INC4172137,2 - High,DIS - EOD - Plasma type update,3 - Low,3/21/2026 8:44,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172138,2 - High,DIS - EOD - Plasma type update ,3 - Low,3/21/2026 8:45,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172144,2 - High,DIS - EOD - Plasma type update,3 - Low,3/21/2026 9:14,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172150,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 9:34,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172157,2 - High,\GMSGQEHS-MOC-LAMBDA-JOBS\030-LAKE-LAMBDA-MOC-CAPA\\030-RUN-LAKE-LAMBDA-GMSGQEHS-MOC-CAPA has failed,3 - Low,3/21/2026 9:37,Resolved,,AMERICAS,United States of America,,
INC4172158,2 - High,\GMSGQEHS-MOC-LAMBDA-JOBS\030-LAKE-LAMBDA-MOC-TASKS\\030-RUN-LAKE-LAMBDA-GMSGQEHS-MOC-TASKS has failed,3 - Low,3/21/2026 9:37,Resolved,,AMERICAS,United States of America,,
INC4172160,2 - High,\GMSGQMI-CMO-LAMBDA-JOBS\030-LAKE-LAMBDA-CMO-SHIRE-SAP\\030-RUN-LAKE-LAMBDA-CMO-SHIRE-SAP has failed,3 - Low,3/21/2026 9:37,Resolved,,AMERICAS,United States of America,,
INC4172161,2 - High,\GMSGQMI-CMO-LAMBDA-JOBS\030-LAKE-LAMBDA-CMO-SHIRE-STABILITY\\030-RUN-LAKE-LAMBDA-CMO-SHIRE-STABILITY has failed,3 - Low,3/21/2026 9:37,Resolved,,AMERICAS,United States of America,,
INC4172162,2 - High,\GMSGQMI-CMO-LAMBDA-JOBS\030-LAKE-LAMBDA-CMO-SHIRE-ERP\\030-RUN-LAKE-LAMBDA-CMO-ERP-SHIRE-ERP has failed,3 - Low,3/21/2026 9:38,Resolved,,AMERICAS,United States of America,,
INC4172165,2 - High,DIS - EOD - Plasma type update,3 - Low,3/21/2026 9:40,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172170,2 - High,\VEEVA_JAPAN\VEEVA_UPLOAD\MC_ACTIVITY_INTERFACE_MEDPEER_1_PM_JST\SFTP_MEDPEER2_GS_IICS\\040-MEDPEER2_FILE_TRANSFER_2 has failed,3 - Low,3/21/2026 9:46,Resolved,,AMERICAS,United States of America,,
INC4172193,2 - High,QM-Tidal-US:\QM_US_APPROVED_LOT_SAP_TO_DIS_RT_DAILY\\QM_US_D_SAP_DIS_RT_DAILY has failed,3 - Low,3/21/2026 10:35,Resolved,,AMERICAS,United States of America,,
INC4172195,2 - High,\CDP-KOKORO-MDM-RAW-LAND-AUDIT-FRAMEWORK\050-CDP-KOKORO-MDM-DATAEZ-RAW-LND\\030-MONITOR-DATABRICKS-RUN has failed,3 - Low,3/21/2026 10:37,Resolved,,AMERICAS,United States of America,,
INC4172201,2 - High,\NEW-COPY-OF-CRMD-VVA-REP-LICENSE-REPORT\02-STG-VVA-LICENSE-REPORT\\010-tf_VVA_STG_VVA_REP_LICENSE_REPORT has failed,3 - Low,3/21/2026 10:55,Resolved,,AMERICAS,United States of America,,
INC4172228,2 - High,\GMSGQMI-CMO\\040-BDM-WF-GMSGQMI-CMO-LAKE-TO-LAKE-TXN-CMO-STABILITY-CHANGE-LOG-GLBL has failed,3 - Low,3/21/2026 11:54,In Progress,,AMERICAS,United States of America,,
INC4172248,2 - High,\GMSGQMI-GLIMS-CONNECTION\\010-GMSGQMI-GLIMS-CONNECTION-TEST has failed,3 - Low,3/21/2026 12:46,Resolved,,AMERICAS,United States of America,,
INC4172259,2 - High,\NEW-COPY-OF-CRMD-EPSILON-DLY\01-VVA-STG-FILE:REPLICA_DATA\\012-WF_STG_FF_EMAIL_EPSILON has failed,3 - Low,3/21/2026 13:30,Resolved,,AMERICAS,United States of America,,
INC4172262,2 - High,\GMSGQMI-MAXIMO-LAMBDA-JOBS\020-CONTRACT-LAMBDA-MAXIMO-LABTRANS\\020-RUN-CONTRACT-CHECK-LAMBDA-GMSGQMI-MAXIMO-LABTRANS has failed,3 - Low,3/21/2026 13:34,Resolved,,AMERICAS,United States of America,,
INC4172273,2 - High,\GMSGQMI-CMO\\050-BDM-WF-GMSGQMI-CMO-LAKE-TO-LAKE-TXN-CMO-LIMS-DATA-GLBL has failed,3 - Low,3/21/2026 14:00,In Progress,,AMERICAS,United States of America,,
INC4172340,2 - High,\GTN_OUTBOUND_SAP_BPR_RSA\\02-PUSH_OUTBOUND_FILE_TO_GTN has failed,3 - Low,3/21/2026 16:28,Resolved,,AMERICAS,United States of America,,
INC4172356,2 - High,DIS - EDQ Issue,3 - Low,3/21/2026 16:53,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172358,2 - High,\CONCUR_PAY_TO_SAP_BPR_RSA\\01-PULL_PAY_FILE_FROM_CONCUR has failed,3 - Low,3/21/2026 17:00,Resolved,,AMERICAS,United States of America,,
INC4172379,2 - High,DIS - Boxing Issue,3 - Low,3/21/2026 17:52,Resolved,USA - TX - San Antonio - New Ave,AMERICAS,United States of America,USA - TX - San Antonio - New Ave,San Antonio
INC4172397,2 - High,DIS - HAE - Arm/Machine Update,3 - Low,3/21/2026 18:12,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172435,2 - High,DIS - No take showing as processed,3 - Low,3/21/2026 18:42,Resolved,USA - GA - Warner Robins,AMERICAS,United States of America,USA - GA - Warner Robins,Warner Robins
INC4172441,2 - High,\NEW-COPY-OF-FIND:JAPAN_TO_CONCUR_HCP-RSA\\002-PUSH_HCP_FILE_FROM_GLOBALSCAPE_TO_CONCUR has failed,3 - Low,3/21/2026 18:45,Resolved,,AMERICAS,United States of America,,
INC4172447,2 - High,\NEW-COPY-OF-HRIS1D:WORKDAY-TO-TM1-SATURDAY\\010-GLOBALSCAPE-WORKDAY-FILE-DECRYPTION-AND-MOVE-TO-TM1 has failed,3 - Low,3/21/2026 18:50,Resolved,,AMERICAS,United States of America,,
INC4172453,2 - High,DIS - Unit Processing,3 - Low,3/21/2026 19:03,Resolved,USA - FL - Orlando - Gold,AMERICAS,United States of America,USA - FL - Orlando - Gold,Orlando
INC4172457,2 - High,DIS  - Full unit rocess on Sample prep,3 - Low,3/21/2026 19:17,Resolved,USA - IL - Villa Park,AMERICAS,United States of America,USA - IL - Villa Park,Villa Park
INC4172461,2 - High,DIS - DXT - Arm/Machine Update,3 - Low,3/21/2026 19:23,Resolved,USA - MI - Ypsilanti,AMERICAS,United States of America,USA - MI - Ypsilanti,Ypsilanti
INC4172468,2 - High,DIS - HAE - Volumes update,3 - Low,3/21/2026 19:42,Resolved,USA - NC - Greensboro,AMERICAS,United States of America,USA - NC - Greensboro,Greensboro
INC4172472,2 - High,DIS - Arm/Machine Update,3 - Low,3/21/2026 19:52,Resolved,USA - TN - Mount Juliet,AMERICAS,United States of America,USA - TN - Mount Juliet,Mount Juliet
INC4172474,2 - High,DIS - Unit Processiing,3 - Low,3/21/2026 19:57,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172487,2 - High,DIS - No Take ,3 - Low,3/21/2026 20:27,Resolved,USA - VA - Chesapeake,AMERICAS,United States of America,USA - VA - Chesapeake,Chesapeake
INC4172513,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 21:26,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172516,2 - High,\VEEVA_JAPAN\VEEVA_UPLOAD\MC_ACTIVITY_INTERFACE_MEDPEER_MMI_LOG_1_AM_JST\SFTP_MEDPEER_MMI_LOG_GS_IICS\\020-SFTP_GET_GS_TO_IICS_MMI2_CLICK_LOG_0100 has failed,3 - Low,3/21/2026 21:31,Resolved,,AMERICAS,United States of America,,
INC4172525,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 21:45,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172526,2 - High,\VEEVA_JAPAN\VEEVA_UPLOAD\MC_ACTIVITY_INTERFACE_MEDPEER_MMI_LOG_1_AM_JST\SFTP_MEDPEER_MMI_LOG_GS_IICS\\040-RENAME-SRC-FILES-MEDPEER-MMI-0100 has failed,3 - Low,3/21/2026 21:46,Resolved,,AMERICAS,United States of America,,
INC4172530,2 - High,DIS - RBC Loss,3 - Low,3/21/2026 21:55,Resolved,USA - TX - San Antonio - New Ave,AMERICAS,United States of America,USA - TX - San Antonio - New Ave,San Antonio
INC4172532,2 - High,DIs - No Take,3 - Low,3/21/2026 22:02,Resolved,USA - TX - Dallas,AMERICAS,United States of America,USA - TX - Dallas,Dallas
INC4172535,2 - High,DIS - HAE - Plasma type update,3 - Low,3/21/2026 22:05,Resolved,USA - GA - McDonough,AMERICAS,United States of America,USA - GA - McDonough,McDonough
INC4172538,2 - High,DIS - Unit Procecssing,3 - Low,3/21/2026 22:13,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172541,2 - High,DIS - Unit Processing,3 - Low,3/21/2026 22:19,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172546,2 - High,DIS No take  showing as a void,3 - Low,3/21/2026 22:24,Resolved,USA - WI - Green Bay - Finger Rd,AMERICAS,United States of America,USA - WI - Green Bay - Finger Rd,Green Bay
INC4172568,2 - High,\GMSGQMI-DISCOVERANT-EDB-LAMBDA-JOBS\020-CONTRACT-LAMBDA-EDB-PD-AG-LIMITS\\020-RUN-CONTRACT-CHECK-LAMBDA-GMSGQMI-EDB-PD-AG-LIMITS has failed,3 - Low,3/21/2026 22:51,Resolved,,AMERICAS,United States of America,,
INC4172578,2 - High,DIS - Plasma Boxing Issue,3 - Low,3/21/2026 23:10,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172581,2 - High,DIS - DXT - Plasma type update,3 - Low,3/21/2026 23:18,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172582,2 - High,DIS - Unit Processing,3 - Low,3/21/2026 23:21,Resolved,USA - CO - Aurora,AMERICAS,United States of America,USA - CO - Aurora,Aurora
INC4172587,2 - High,DIS - HAE - Arm/Machine Update,3 - Low,3/21/2026 23:31,Resolved,USA - CO - Thornton,AMERICAS,United States of America,USA - CO - Thornton,Thornton
INC4172591,2 - High,DIS - Unit Processing,3 - Low,3/21/2026 23:36,Resolved,USA - WA - Pasco,AMERICAS,United States of America,USA - WA - Pasco,Pasco
INC4172593,2 - High,DEP - Manual account wipe,3 - Low,3/21/2026 23:42,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172602,2 - High,\VEEVA_JAPAN\VEEVA_UPLOAD\USER_TERRITORY_DI\04-USER_DI\\160-USER_UPSERT_UPD_EM_FIELD has failed,3 - Low,3/22/2026 0:07,Resolved,,AMERICAS,United States of America,,
INC4172632,2 - High,DIS - DXT - Plasma type update,3 - Low,3/22/2026 0:53,Resolved,USA - CA - Fresno,AMERICAS,United States of America,USA - CA - Fresno,Fresno
INC4172641,2 - High,DIS - DXT - Arm/Machine Update,3 - Low,3/22/2026 1:04,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172643,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/22/2026 1:06,Resolved,USA - WA - Pasco,AMERICAS,United States of America,USA - WA - Pasco,Pasco
INC4172648,2 - High,DIS - HAE - Arm Update,3 - Low,3/22/2026 1:21,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172651,2 - High,DIS - DXT - Volumes update,3 - Low,3/22/2026 1:24,Resolved,USA - MD - Baltimore - West,AMERICAS,United States of America,USA - MD - Baltimore - West,Baltimore
INC4172652,2 - High,DIS - DXT - Arm Update,3 - Low,3/22/2026 1:29,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172656,2 - High,DIS - DXT - ARM Update,3 - Low,3/22/2026 1:32,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172659,2 - High,\NEW-COPY-OF-CONCUR-DAILY-MDG-INTEGRATION-RSA\03-MOVE-ATTENDEE-EM-FILE-FROM-SFPAC-TO-CONCUR\\060-ATTENDEE-EM-FILE-TO-CONCUR-FROM-GLOBALSCAPE has failed,3 - Low,3/22/2026 1:36,Resolved,,AMERICAS,United States of America,,
INC4172660,2 - High,DIS - DXT - Data Missing,3 - Low,3/22/2026 1:39,Resolved,USA - MA - West Springfield,AMERICAS,United States of America,USA - MA - West Springfield,West Springfield
INC4172665,2 - High,DIS - HAE - Arm update,3 - Low,3/22/2026 1:43,Resolved,USA - CO - Thornton,AMERICAS,United States of America,USA - CO - Thornton,Thornton
INC4172666,2 - High,DIS - DXT - ARM Update,3 - Low,3/22/2026 1:46,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172667,2 - High,DIS - HAE - Arm update,3 - Low,3/22/2026 1:48,Resolved,USA - WI - Milwaukee,AMERICAS,United States of America,USA - WI - Milwaukee,Milwaukee
INC4172675,2 - High,\FIND:EUSAP-COSTCENTERS-TO-CONCUR-RSA\\010-XFER-EU-CC-GPG-FILES-TO-CONCUR-FROM-GLOBALSCAPE has failed,3 - Low,3/22/2026 1:55,Resolved,,AMERICAS,United States of America,,
INC4172677,2 - High,DIS - DXT - Plasma type update,3 - Low,3/22/2026 2:00,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172681,2 - High,DIS - HAE - Plasma type update,3 - Low,3/22/2026 2:09,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172682,2 - High,DIS - DXT - Plasma type update,3 - Low,3/22/2026 2:10,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172684,2 - High,DIS - DXT - Plasma type update,3 - Low,3/22/2026 2:13,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172694,2 - High,DIS - EOD - Plasma type update,3 - Low,3/22/2026 2:16,Resolved,USA - WI - Fond du Lac,AMERICAS,United States of America,USA - WI - Fond du Lac,Fond du Lac
INC4172697,2 - High,DIS - EOD - Plasma type update,3 - Low,3/22/2026 2:22,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172699,2 - High,DIS - EOD - Plasma type update,3 - Low,3/22/2026 2:24,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172700,2 - High,DIS - DXT - Plasma type update,3 - Low,3/22/2026 2:26,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172701,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/22/2026 2:27,Resolved,USA - OK - Tulsa,AMERICAS,United States of America,USA - OK - Tulsa,Tulsa
INC4172702,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/22/2026 2:29,Resolved,USA - CA - Modesto,AMERICAS,United States of America,USA - CA - Modesto,Modesto
INC4172705,2 - High,DIS-Unable to Check In Donor ,3 - Low,3/22/2026 2:32,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172708,2 - High,DIS - DXT - Destroy Code Update,3 - Low,3/22/2026 2:33,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172712,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/22/2026 2:41,Resolved,USA - FL - Orlando - Gold,AMERICAS,United States of America,USA - FL - Orlando - Gold,Orlando
INC4172719,2 - High,DIS - EOD - Disapproved EDQ,3 - Low,3/22/2026 2:52,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172720,2 - High,DIS - DXT - Plasma type update,3 - Low,3/22/2026 2:52,Resolved,USA - ID - Hayden,AMERICAS,United States of America,USA - ID - Hayden,Hayden
INC4172721,2 - High,DIS - EOD - All donors not processed,3 - Low,3/22/2026 2:55,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172722,2 - High,DIS - DXT - Plasma type update,3 - Low,3/22/2026 2:58,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172723,2 - High,DIS - DXT - Plasma type update,3 - Low,3/22/2026 2:58,Resolved,USA - FL - Largo,AMERICAS,United States of America,USA - FL - Largo,Largo
INC4172725,2 - High,DIS - Unit Update,3 - Low,3/22/2026 3:01,Resolved,USA - MO - Saint Peters,AMERICAS,United States of America,USA - MO - Saint Peters,St Peters
INC4172727,2 - High,DIS - DXT - Volumes update,3 - Low,3/22/2026 3:06,Resolved,USA - OK - Tulsa,AMERICAS,United States of America,USA - OK - Tulsa,Tulsa
